1149,Муниципальное образование муниципальный округ Коломна (Адмиралтейский район),-1,-1,-1,-1,36564,137695,40483,160885,41368,206719,42805,222181,44207,235627,-1,-1,-1,-1,22,20,71,1.83
1167,Муниципальное образование муниципальный округ Сенной (Адмиралтейский район),-1,-1,-1,-1,67589,10,67831,11,65183,11,71648,14,81470,16,47639,235094,52213,177621,35,-22,516,0.91
1168,Муниципальное образование муниципальный округ Адмиралтейский (Адмиралтейский район),27891,36905,32882,107879,55226,16,35491,8,60251,8,71639,12,-1,-1,-1,-1,86779,12,68,211,-78,1.13
1169,Муниципальное образование муниципальный округ Семеновский (Адмиралтейский район),-1,-1,-1,-1,63775,2,102091,4,75404,3,75505,13,81720,13,69728,6,-1,-1,6,-7,-15,2.94
1170,Муниципальное образование муниципальный округ Измайловское (Адмиралтейский район),46132,7,51403,5,43268,3,50260,10,56249,11,54966,20,55336,9,56880,10,68302,10,68,48,65,1.02
1171,Муниципальное образование муниципальный округ Екатерингофский (Адмиралтейский район),46914,4,54025,9,57733,10,35175,6,63698,7,51746,11,74315,2,93415,10,-1,-1,42,72,80,1.58
1172,Муниципальное образование муниципальный округ №7 (Василеостровский район),-1,-1,40266,15,46319,16,56288,15,74393,26,70309,26,73149,23,58548,12,56223,3,42,45,15,2.47
1173,Муниципальное образование муниципальный округ Васильевский (Василеостровский район),-1,-1,-1,-1,44649,11,62563,15,49411,27,60371,23,56272,15,59353,13,70190,15,35,57,79,4.12
1175,Муниципальное образование муниципальный округ Морской (Василеостровский район),-1,-1,-1,-1,58558,26,54908,15,65057,16,61812,17,-1,-1,59471,12,61100,12,35,4,-15,0.79
1176,Муниципальное образование муниципальный округ Остров Декабристов (Василеостровский район),-1,-1,-1,-1,-1,-1,81889,12,66113,15,65958,27,68655,14,67592,13,-1,-1,19,-17,-16,1.82
1178,Муниципальное образование муниципальный округ Светлановское (Выборгский район),-1,-1,-1,-1,58262,16,57083,30,69804,35,86362,18,85097,35,84418,17,-1,-1,27,44,47,2.44
1179,Муниципальное образование муниципальный округ Сосновское (Выборгский район),-1,-1,-1,-1,-1,-1,166717,6,90943,6,72135,21,91539,19,126006,2,-1,-1,14,-45,-13,1.07
1180,Муниципальное образование муниципальный округ №15 (Выборгский район),42230,14,45508,21,51451,19,66683,23,67900,17,75237,26,57764,14,-1,-1,-1,-1,52,36,36,1.55
1181,Муниципальное образование муниципальный округ Сергиевское (Выборгский район),-1,-1,65052,10,63814,17,75924,14,66439,24,61377,30,81612,8,93075,7,103143,7,51,58,42,0.8
1182,Муниципальное образование муниципальный округ Шувалово-Озерки (Выборгский район),40036,22,47075,21,-1,-1,62063,61,80858,47,73153,16,95473,48,-1,-1,97009,13,68,142,89,-1
1184,Муниципальное образование поселок Левашово (Выборгский район),-1,-1,-1,-1,-1,-1,85240,6,84854,8,99001,14,68547,6,89917,7,-1,-1,19,5,9,1.74
1186,Муниципальное образование муниципальный округ Академическое (Калининский район),40180,18,42016,30,76920,5,69280,13,87735,8,81104,24,98000,3,100039,5,101631,5,48,101,135,1.46
1187,Муниципальное образование муниципальный округ Финляндский (Калининский район),-1,-1,46845,36,41520,33,46984,32,62009,43,59799,68,65691,28,59534,29,64229,24,51,37,3,1.75
1188,Муниципальное образование муниципальный округ №21 (Калининский район),-1,-1,-1,-1,-1,-1,-1,-1,81704,23,83391,23,60924,7,103314,25,76343,8,14,-6,-41,0.86
1189,Муниципальное образование муниципальный округ Пискаревка (Калининский район),-1,-1,66048,2,59969,17,55082,13,59721,24,67166,24,61292,18,68829,14,76851,17,35,28,28,1.31
1190,Муниципальное образование муниципальный округ Северный (Калининский район),39909,18,42080,21,40767,20,60738,18,59585,26,69140,27,-1,-1,80078,12,88557,15,68,121,105,3.83
1191,Муниципальное образование муниципальный округ Прометей (Калининский район),-1,-1,42683,23,46888,26,52251,31,66384,48,68135,51,79728,10,76079,10,89100,9,51,108,61,2.36
1192,Муниципальное образование муниципальный округ Княжево (Кировский район),42261,12,49582,12,48423,15,59593,15,69617,18,73622,28,73072,33,63287,20,-1,-1,58,49,80,1.76
1193,Муниципальное образование муниципальный округ Ульянка (Кировский район),-1,-1,-1,-1,-1,-1,49348,20,54178,21,63293,34,69885,34,59888,20,59037,12,26,19,5,1.65
1194,Муниципальное образование муниципальный округ Дачное (Кировский район),49151,7,51206,5,53608,8,56141,5,71938,4,78298,5,66210,28,71684,23,76513,5,58,45,139,1.52
1197,Муниципальное образование муниципальный округ Красненькая речка (Кировский район),-1,-1,-1,-1,-1,-1,69271,3,52289,15,77504,9,32000,1,55771,17,-1,-1,8,6,13,1.12
