500,Федеральная служба по надзору в сфере образования и науки,-1,-1,-1,-1,105281,5190,110177,5432,101675,4575,105303,6373,112903,7034,95588,6392,104987,4610,35,0,-11,2.3
598,Министерство образования и науки,-1,-1,55545,2509,131601,1677,140741,1704,120870,884,151031,1164,155267,1260,-1,-1,-1,-1,37,179,76,1.17
3980,Московский государственный университет имени М.В.Ломоносова,-1,-1,-1,-1,215388,6,259349,7,238330,8,-1,-1,-1,-1,-1,-1,317357,8,35,47,54,1.34
3981,Российская академия живописи, ваяния и зодчества Ильи Глазунова,-1,-1,-1,-1,110518,9,154222,8,165703,14,142925,6,137880,6,-1,-1,188928,4,22,24,-2,0.81
3984,Санкт-Петербургский государственный университет,-1,-1,-1,-1,295246,12,309064,10,351403,7,251666,5,237189,3,239119,4,235247,3,18,19,6,3.12
5963,Департамент образования и науки города Москвы,43621,1109,122240,232,164900,202,215844,910,199098,739,238143,694,240053,1190,247571,53,274042,521,68,528,368,1.9
6122,ФГБОУ ВО Дагестанский государственный педагогический университет,-1,-1,-1,-1,-1,-1,-1,-1,143745,1,-1,-1,108183,1,62300,17,58561,12,6,-6,-32,0.83
6126,ФГБОУ ВО Ивановский государственный политехнический университет,-1,-1,-1,-1,-1,-1,45534,14,-1,-1,-1,-1,-1,-1,114453,8,134663,6,26,195,-3,7.0
6127,ФГАОУ ВО Дальневосточный федеральный университет,-1,-1,-1,-1,405239,1,212920,1,99128,17,118732,10,107585,6,116889,17,128437,22,14,29,59,1.5
6128,ФГБОУ ВО Владивостокский государственный университет экономики и сервиса,-1,-1,-1,-1,-1,-1,-1,-1,213528,5,269137,5,317528,5,68530,17,76022,19,6,10,36,1.58
6129,ФГБОУ ВО Санкт-петербургский государственный технологический институт (технический университет),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,295657,1,181322,8,192986,7,6,6,1,3.4
6130,ФГБОУ ВО Санкт-Петербургский государственный экономический университет,-1,-1,-1,-1,-1,-1,103150,19,113297,10,132704,6,127575,3,230788,13,239429,11,26,132,109,0.5
6131,ФГБОУ ВО Высшая школа народных искусств (академия),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138355,1,110477,11,67627,57,-1,-1,4,-38,60,2.62
6145,ФГБОУ ВО Омский государственный университет имени Ф.М. Достоевского,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,245123,1,228079,1,173919,9,217362,10,6,24,24,5.33
6146,ФГБОУ ВО Омский государственный технический университет,-1,-1,-1,-1,-1,-1,-1,-1,409425,1,367346,1,-1,-1,253147,15,207916,13,6,-17,-18,-2.17
6150,ФГБОУ ВО Омский государственный педагогический университет,-1,-1,130892,1,178756,1,108220,3,85404,5,120565,4,125118,4,81503,11,95560,10,6,17,10,1.64
6151,ФГБОУ ВО Ростовский государственный экономический университет (РИНХ),-1,-1,-1,-1,-1,-1,134002,9,97801,9,97644,8,-1,-1,100632,25,142513,26,26,6,98,1.17
6153,ФГБОУ ВО Донской государственный технический университет,-1,-1,-1,-1,114341,9,98485,8,124398,9,129983,6,149100,11,149781,27,112458,37,35,-1,126,1.91
6154,ФГБОУ ВО Сахалинский государственный университет,-1,-1,-1,-1,-1,-1,148004,1,153421,1,293710,4,199501,3,225400,13,211901,8,6,-5,-22,0.0
6160,ФГБОУ ВО Тольяттинский государственный университет,-1,-1,-1,-1,261091,1,313949,1,290211,2,369237,1,-1,-1,165386,22,205465,20,6,24,20,6.5
6163,ФГАОУ ВО Самарский национальный исследовательский университет имени академика С.П. Королева,-1,-1,413484,1,290649,2,-1,-1,220467,6,-1,-1,-1,-1,282367,1,185069,10,14,-16,9,-0.01
6165,ФГБОУ ВО Уфимский государственный авиационный технический университет,-1,-1,-1,-1,-1,-1,-1,-1,80553,14,-1,-1,-1,-1,-1,-1,132953,15,14,65,69,-1
6168,ФГБОУ ВО Тамбовский государственный технический университет,-1,-1,-1,-1,-1,-1,160979,1,200843,1,248952,1,198805,1,100121,28,122738,31,6,22,27,1.67
6169,ФГБОУ ВО Тамбовский государственный университет имени Г.Р. Державина,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,354275,1,-1,-1,106340,13,196676,10,6,84,36,1.5
6170,ФГБОУ ВО Ижевский государственный технический университет имени М.Т. Калашникова,-1,-1,-1,-1,177022,5,168447,7,130190,7,133561,7,141828,10,127601,11,142067,15,26,-15,15,2.62
6172,ФГБОУ ВО Удмуртский государственный университет,-1,-1,-1,-1,-1,-1,-1,-1,100389,6,103272,6,280125,1,71562,18,78288,21,14,-22,34,-1.17
6173,ФГБОУ ВО Национальный исследовательский Мордовский государственный университет имени Н. П. Огарева,-1,-1,294399,1,208445,2,219973,2,158980,3,203550,5,210610,5,134176,19,76693,15,6,-42,-49,1.5
6174,ФГБОУ ВО Новгородский государственный университет имени Ярослава Мудрого,-1,-1,-1,-1,49467,3,49178,3,-1,-1,187580,1,204690,3,113462,15,121119,16,6,6,6,2.17
6175,ФГБОУ ВО Томский государственный архитектурно-строительный университет,-1,-1,-1,-1,142192,8,99210,8,117497,7,211124,1,154940,4,154563,7,-1,-1,27,8,-13,0.28
6178,ФГАОУ ВО Национальный исследовательский Томский политехнический университет,-1,-1,-1,-1,-1,-1,399200,1,353321,1,283556,1,342105,1,238342,8,238824,7,6,0,-9,0.0
6180,ФГБОУ ВО Нижегородский государственный технический университет имени Р.Е. Алексеева,-1,-1,135077,12,-1,-1,-1,-1,98235,3,216593,3,227277,8,107416,6,157275,24,51,16,99,0.0
