Id	Name	2011	|2011|	2012	|2012|	2013	|2013|	2014	|2014|	2015	|2015|	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
5794	Управление Федеральной налоговой службы Сахалинская область	558631.0	622	591573.0	568	685525	541	794714	513	1416019	21	1986859	23	1976833.5	16	2092864	21	2754231.5	22	2716972.0	20	6,28	73	386	1,83	1244
5795	Управление Федеральной налоговой службы Свердловская область	335297	3757	368662	3369	424728	3429	515165	3485	1251075.0	100	1233448	105	1109876	109	1486339.0	98	1718447	99	1791899	97	4,14	73	434	2,0	8568
5796	Управление Федеральной налоговой службы Республика Северная Осетия — Алания	277957.0	496	287888.0	466	326204	463	-1	0	507515	17	652077.0	18	706669	17	595186	23	757756.5	14	712923	15	1,65	73	156	0,82	798
5797	Управление Федеральной налоговой службы Смоленская область	328041	809	339760	939	-1	0	437224.0	936	994697.5	36	791083	31	982460.0	30	930657	29	1080459	31	1387736	31	3,21	73	323	0,36	960
5798	Управление Федеральной налоговой службы Ставропольский край	294916	2253	312886	1935	348360	2017	375185.0	2002	732417	57	850788	65	995719	65	952527	63	1010484	65	1099907	67	2,54	73	272	1,19	5398
5799	Управление Федеральной налоговой службы Тамбовская область	282303	809	316240	743	349859.0	730	373736.0	744	837303	21	1146569	25	1013712	23	811760	27	1133942	27	1289833.0	16	2,98	73	356	1,27	1684
5800	Управление Федеральной налоговой службы Республика Татарстан	303025	2701	307115.5	2738	367156	2665	430991.0	2570	1197209.5	66	1280839.5	96	1467528.5	80	1325775.0	80	1671867	79	1665612	79	3,85	73	449	2,0	5840
5801	Управление Федеральной налоговой службы Тверская область	301724.5	1398	332124.5	1276	356038.5	1320	388982	1321	835837.5	46	996073	45	905675.0	42	828567.5	46	1002744	49	1114561.0	44	2,57	73	269	1,18	3547
5802	Управление Федеральной налоговой службы Томская область	393550.5	1034	450952	1071	470881	1077	510742	1169	984738.0	44	1378463.0	34	1458904.5	36	1319163.5	30	1389895	31	1629638	31	3,76	73	314	1,3	2695
5803	Управление Федеральной налоговой службы Республика Тува (Тыва)	430950	11	477140	329	-1	0	599882	347	1295738	17	1504352.0	14	1565462.5	16	1563325.0	16	1399142.0	18	1961551.5	6	4,53	73	355	0,4	73
5804	Управление Федеральной налоговой службы Тульская область	305294	1397	326539	1261	380676	1297	414162	1255	860014	45	1115700.0	42	1044910.5	34	1141035.0	34	1099903.5	40	1315401.5	14	3,04	73	330	1,5	3427
5805	Управление Федеральной налоговой службы Тюменская область	330325	1537	347836	1135	402871.0	1232	474506.5	1198	1154750	37	1594718	41	1418771	41	1374069.5	40	1518853.0	42	1595379	41	3,69	73	382	1,7	2740
5806	Управление Федеральной налоговой службы Удмуртская республика	347112	1379	357347	1199	376578	1271	425856.0	1232	1173347	41	1348550	41	1416081	43	1518348	41	1836856.5	40	1668288.5	38	3,85	73	380	1,0	3153
5807	Управление Федеральной налоговой службы Ульяновская область	304544.0	786	295705	967	362212.5	958	375212	967	709711	41	877915.5	40	1032838	31	1157711	33	978114	33	1072785	31	2,48	73	252	1,17	2182
5808	Управление Федеральной налоговой службы Хабаровский край	468897.0	1472	520264	1363	588559	1411	619703.5	1368	1177009.5	42	1398653	43	1320556	41	1316283.0	44	1609028.5	42	1646564.0	44	3,8	73	251	1,5	3734
5809	Управление Федеральной налоговой службы Республика Хакасия	455285	469	457408.0	456	517101	421	559048	433	998562.0	20	1122853.0	18	1356538.5	18	1107025.0	18	-1	0	1549374	7	3,58	73	240	0,83	1180
5810	Управление Федеральной налоговой службы Ханты-Мансийский автономный округ — Югра	567249	1263	621063.0	1030	706509	1291	801953.5	1278	2412682	45	2372705.5	48	2635814	53	2629064	53	2860396	47	2475116.5	44	5,72	73	336	2,33	2765
5811	Управление Федеральной налоговой службы Челябинская область	336359.0	2474	346537	2505	428042	2483	479946	2543	1033954.0	80	1105538	97	1138202	93	1115237.5	86	1483118	91	1344936	91	3,11	73	299	2,0	5699
5812	Управление Федеральной налоговой службы Чеченская республика	315636	357	316234	389	334922.0	428	362868	341	548296	21	638470.5	26	874628	29	743726.0	24	770535.5	40	-1	0	1,82	70	144	0,9	895
5813	Управление Федеральной налоговой службы Чувашская республика	313048	943	311677.5	852	344082	947	382775.5	906	835340	25	935139.5	28	943413.5	28	1160601.0	34	1085235	31	1242214	29	2,87	73	296	1,17	2104
5814	Управление Федеральной налоговой службы Чукотский автономный округ	867068.0	162	955451	165	1057531	147	1196525.0	150	2587677.5	10	2464834	9	2811808	9	3488323	11	3532403.5	8	-1	0	8,33	70	307	1,5	374
5815	Управление Федеральной налоговой службы Ямало-Ненецкий АО	-1	0	-1	0	785776.5	526	782626.5	468	2477880	19	2482254	27	2450653.0	24	2363251.0	24	2620794	25	3483648.5	24	8,05	40	343	1,67	423
5816	Управление Федеральной налоговой службы Ярославская область	307691.5	1058	327393.5	1014	-1	0	403519	1173	765354	37	895921	43	1024745	47	1060051.0	52	1146336	51	1197247	53	2,77	73	289	0,73	1013
5818	Отделение Пенсионного фонда Российской Федерации г. Байконур	-1	0	-1	0	794347.0	10	832139.0	10	843880	11	871068.5	10	1008503	9	1049516.0	10	989461	7	-1	0	2,33	37	24	0,97	50
5819	Отделение Пенсионного фонда Российской Федерации Республика Адыгея	-1	0	-1	0	428090.5	62	482656	53	550526	55	639851	55	714934.0	54	748453	53	755112	53	802880	51	1,85	40	87	1,42	336
5820	Отделение Пенсионного фонда Российской Федерации Республика Алтай	-1	0	-1	0	618751	53	657412	61	672389.5	68	718291	65	801463.0	60	752956	61	810853	63	900112.5	64	2,08	40	45	1,29	372
5821	Отделение Пенсионного фонда Российской Федерации Алтайский край	-1	0	-1	0	457869.0	390	474919	361	518295.0	334	599677	137	694334	155	704388	161	708848	171	812145	163	1,88	40	77	1,0	1256
5822	Отделение Пенсионного фонда Российской Федерации Амурская область	-1	0	-1	0	657906.0	142	684551	129	728314	127	775514.5	124	889407.5	98	959382	77	1030844	55	-1	0	2,43	37	56	1,33	538
5823	Отделение Пенсионного фонда Российской Федерации Архангельская область	-1	0	-1	0	717580	163	790653.5	162	855220	161	894513.5	156	956083.5	120	1046508.5	96	1068293	97	-1	0	2,52	37	48	1,5	678
5824	Отделение Пенсионного фонда Российской Федерации Астраханская область	-1	0	-1	0	430879	269	503799	167	540941	151	545727	131	590495.5	166	617458.0	142	668208.0	120	781311.5	60	1,8	40	81	1,5	757
5825	Отделение Пенсионного фонда Российской Федерации Республика Башкортостан	-1	0	-1	0	477413	487	494230.0	500	525386.0	532	561270	475	618880.5	498	655974	487	673426	473	773231	475	1,79	40	61	1,3	3005
5826	Отделение Пенсионного фонда Российской Федерации Белгородская область	-1	0	-1	0	443254	223	464065	215	499652	257	537003	215	637903.0	216	668590.0	222	673720	199	-1	0	1,59	37	51	1,33	1075
5827	Отделение Пенсионного фонда Российской Федерации Брянская область	-1	0	-1	0	434805.5	222	453243	223	528123.5	178	556818	193	671254.5	150	709448	151	706136	125	778864	117	1,8	40	79	1,6	985
5828	Отделение Пенсионного фонда Российской Федерации Республика Бурятия	-1	0	-1	0	821859	49	971336	51	955027.0	52	1013406	47	1173936.0	50	1300786.0	52	1302228.0	52	1471517	45	3,4	40	79	1,92	306
5829	Отделение Пенсионного фонда Российской Федерации Владимирская область	-1	0	-1	0	459920	149	462029.5	152	510744.5	160	533865	151	632250.5	162	656813	153	673176	123	814864	67	1,88	40	77	1,5	851
5830	Отделение Пенсионного фонда Российской Федерации Волгоградская область	-1	0	-1	0	433240.0	376	442936	527	505039.5	426	535604.5	494	600340.5	346	632061.0	360	645381	277	-1	0	1,52	37	48	1,25	1882
5831	Отделение Пенсионного фонда Российской Федерации Вологодская область	-1	0	-1	0	514200	137	489522	163	563344	151	570643.0	138	687191.0	98	744470.0	72	-1	0	-1	0	1,86	29	44	1,5	504
5832	Отделение Пенсионного фонда Российской Федерации Воронежская область	-1	0	-1	0	401935	233	436088	229	479098	229	499316.5	230	595491	209	698116	95	701280.0	100	743596	111	1,72	40	85	1,6	1051
5833	Отделение Пенсионного фонда Российской Федерации Республика Дагестан	-1	0	-1	0	533113	17	500782.0	12	-1	0	667335	19	750957.0	18	813721.0	20	784438.0	20	936513.5	18	2,16	40	75	2,33	87
5834	Отделение Пенсионного фонда Российской Федерации Еврейская автономная область	-1	0	-1	0	641334.5	64	613247.0	36	632439	47	664292	53	713044.0	58	786142.5	44	791235	43	-1	0	1,87	37	23	1,67	217
5835	Отделение Пенсионного фонда Российской Федерации Забайкальский край	-1	0	-1	0	698607	127	801303.5	70	853460.0	78	-1	0	816263	15	890324	9	-1	0	-1	0	2,23	29	27	0,87	142
5836	Отделение Пенсионного фонда Российской Федерации Ивановская область	-1	0	-1	0	451074.0	110	457602.5	116	478754.5	130	511548.0	142	622453.0	114	677139	103	703567.5	98	-1	0	1,66	37	55	1,5	607
5837	Отделение Пенсионного фонда Российской Федерации Республика Ингушетия	-1	0	-1	0	505803	13	547475.0	16	-1	0	606839	17	698106.0	16	790277	15	737921	15	-1	0	1,74	37	45	1,0	55
5838	Отделение Пенсионного фонда Российской Федерации Иркутская область	-1	0	-1	0	685650.5	182	677313	189	767550	193	859727.0	178	853977.0	392	1006291	169	1067675.0	254	-1	0	2,52	37	55	1,7	876
5839	Отделение Пенсионного фонда Российской Федерации Кабардино-Балкарская республика	-1	0	-1	0	649271	15	688489.5	12	666461.5	14	691726.5	14	846268.5	20	809900	21	899014.0	18	-1	0	2,12	37	38	1,5	71
5840	Отделение Пенсионного фонда Российской Федерации Калининградская область	-1	0	-1	0	463578	111	529383	77	583843.5	76	634187.0	92	698144	59	778748.5	72	789183	73	-1	0	1,86	37	70	1,5	367
5841	Отделение Пенсионного фонда Российской Федерации Республика Калмыкия	-1	0	-1	0	477891	103	477089.0	118	528222.0	120	546103.0	116	643180	115	671044.5	112	683904	101	-1	0	1,61	37	43	1,33	570
5842	Отделение Пенсионного фонда Российской Федерации Калужская область	-1	0	-1	0	441792	109	458204	133	505562	133	514369.5	130	625463	459	698184.0	82	748241	75	757509	249	1,75	40	71	1,9	614
5843	Отделение Пенсионного фонда Российской Федерации Камчатский край	-1	0	-1	0	1058412.0	80	1127473	105	1168452.5	100	1213186	81	1440833.5	54	1520031	59	1493460.0	58	1866818	7	4,31	40	76	1,13	376
5844	Отделение Пенсионного фонда Российской Федерации Карачаево-Черкесская республика	-1	0	-1	0	497835	15	548805	15	578543.0	18	647860.5	18	744897.5	18	833605.0	18	814972	17	853363	17	1,97	40	71	2,25	109
5845	Отделение Пенсионного фонда Российской Федерации Республика Карелия	-1	0	-1	0	701562	137	748000.0	170	-1	0	832083	89	953411.5	94	1085753.5	84	1051017.0	84	-1	0	2,48	37	49	1,25	344
5846	Отделение Пенсионного фонда Российской Федерации Кемеровская область	-1	0	-1	0	552292.5	250	551310.0	270	602630	245	658671.0	264	731733.5	232	790906	227	803061	159	803351.0	172	1,86	40	45	1,5	1312
5847	Отделение Пенсионного фонда Российской Федерации Кировская область	-1	0	-1	0	502989	167	493795.0	178	555172	155	657951.5	88	728648	103	747349	115	750050.5	114	-1	0	1,77	37	49	1,0	610
5848	Отделение Пенсионного фонда Российской Федерации Республика Коми	-1	0	-1	0	826268	139	812991	193	900700.0	196	1041425.5	246	1103790	137	1233566.0	130	1199629.0	132	-1	0	2,83	37	45	1,5	696
5849	Отделение Пенсионного фонда Российской Федерации Костромская область	-1	0	-1	0	393790	123	424182	107	509355.5	86	580117	67	650574.0	60	697139.5	58	679500.0	62	-1	0	1,6	37	72	1,5	378
5850	Отделение Пенсионного фонда Российской Федерации Краснодарский край	-1	0	-1	0	-1	0	-1	0	-1	0	506936	699	596069.5	644	620949.5	616	634889.5	608	-1	0	1,5	14	25	1,5	1290
5851	Отделение Пенсионного фонда Российской Федерации Красноярский край	-1	0	-1	0	611363	563	653098.5	580	702801.0	590	748302.0	528	-1	0	885859	469	949666	339	-1	0	2,24	37	55	1,0	1667
5853	Отделение Пенсионного фонда Российской Федерации Курская область	-1	0	-1	0	443777.5	102	530860.0	110	564505	113	710410	53	762005	55	766265.5	66	820884	63	-1	0	1,94	37	84	1,2	379
5854	Отделение Пенсионного фонда Российской Федерации Липецкая область	-1	0	-1	0	454824	147	468734	157	500630.5	154	527471	149	693719.5	76	695261	77	731315.0	74	845225.0	80	1,95	40	85	1,5	667
5855	Отделение Пенсионного фонда Российской Федерации Магаданская область	-1	0	-1	0	1056713	41	1080406.0	54	1195507	59	1251939	53	1340624	37	1485969	39	1397360	17	-1	0	3,3	37	32	1,5	205
5856	Отделение Пенсионного фонда Российской Федерации Республика Марий Эл	-1	0	-1	0	425310.0	120	460440	127	493634.0	128	559805.5	204	666468	101	654778	83	716240.5	60	-1	0	1,69	37	68	1,5	511
5857	Отделение Пенсионного фонда Российской Федерации Республика Мордовия	-1	0	-1	0	437560.5	136	439483.5	134	636056	15	526894.5	128	590712.5	98	687732.5	96	704149.5	78	-1	0	1,66	37	60	1,5	368
5858	Отделение Пенсионного фонда Российской Федерации Москва и Московская область	-1	0	-1	0	514651	437	552230.0	438	674387	401	707123	423	815735	415	850426	387	908284.5	364	1040897	283	2,4	40	102	2,1	2270
5859	Отделение Пенсионного фонда Российской Федерации Мурманская область	-1	0	-1	0	902768	89	939540.5	96	986605	103	1194465	109	1176326	105	1284460.0	96	1361751.0	62	1331146	75	3,08	40	47	1,5	540
5860	Отделение Пенсионного фонда Российской Федерации Ненецкий автономный округ	-1	0	-1	0	1008114	13	1046976	15	-1	0	1183414.0	10	1079516	13	1195093.5	12	1208955	11	771760.5	60	1,78	40	-23	1,75	37
5861	Отделение Пенсионного фонда Российской Федерации Нижегородская область	-1	0	-1	0	439492.0	374	447635.0	430	479032.5	436	517158.0	442	609644.5	410	670948.5	276	686119	281	746230.0	266	1,72	40	69	2,0	2046
5862	Отделение Пенсионного фонда Российской Федерации Новгородская область	-1	0	-1	0	462436.5	126	459771	111	529052	91	600316.5	92	739381.0	78	749787.0	54	788232	41	816237	55	1,89	40	76	2,2	424
5863	Отделение Пенсионного фонда Российской Федерации Новосибирская область	-1	0	-1	0	501415.5	274	523717	273	547878.0	278	592991	263	780212	149	756440.5	108	786146	105	847700	107	1,96	40	69	1,6	1092
5864	Отделение Пенсионного фонда Российской Федерации Омская область	-1	0	-1	0	493408.5	222	533596	199	-1	0	586713.5	218	737837	125	795667	125	816010.5	112	-1	0	1,92	37	65	1,5	486
5865	Отделение Пенсионного фонда Российской Федерации Оренбургская область	-1	0	-1	0	501875	237	503592	301	536585.5	294	611368.5	196	707499.0	104	751924	103	-1	0	804155.5	96	1,86	40	60	1,2	840
5866	Отделение Пенсионного фонда Российской Федерации Орловская область	-1	0	-1	0	413857.0	146	462507.0	142	462693.0	168	536003	139	747807.5	58	639605.5	70	744668	73	725329	81	1,68	40	75	1,5	618
5867	Отделение Пенсионного фонда Российской Федерации Пензенская область	-1	0	-1	0	457415	141	442975	157	479449	143	617614	73	692908.0	98	718500	81	736845.5	82	-1	0	1,74	37	61	1,0	517
5868	Отделение Пенсионного фонда Российской Федерации Пермский край	-1	0	-1	0	541366	209	555017.0	240	599142.5	236	634659.0	248	728261	231	825389	195	818058.5	184	848123	159	1,96	40	56	1,5	1310
5869	Отделение Пенсионного фонда Российской Федерации Приморский край	-1	0	-1	0	658662.0	154	679364	169	723243.0	180	799542	177	829967	163	891172	163	892196	153	-1	0	2,1	37	35	1,2	873
5870	Отделение Пенсионного фонда Российской Федерации Псковская область	-1	0	-1	0	439632	135	445937	155	488405.0	154	492124.0	150	575192	155	647606.0	124	783680.0	62	-1	0	1,85	37	78	1,75	685
5871	Отделение Пенсионного фонда Российской Федерации Ростовская область	-1	0	-1	0	434645	383	456450.0	402	491234	413	532225	399	635685	335	671366	335	700942.0	294	-1	0	1,65	37	61	1,5	1865
5872	Отделение Пенсионного фонда Российской Федерации Рязанская область	-1	0	-1	0	410635	197	451326.0	216	-1	0	560497	187	672887	123	632629	225	645248	251	-1	0	1,52	37	57	1,5	547
5873	Отделение Пенсионного фонда Российской Федерации Самарская область	-1	0	-1	0	447802.5	252	472130.5	256	509274	243	561778.0	232	662187	183	708577	157	710781	187	-1	0	1,68	37	58	1,33	1051
5874	Отделение Пенсионного фонда Российской Федерации Санкт-Петербург и Ленинградская область	-1	0	-1	0	492098.5	310	514608	321	573264	333	635666.5	320	742195	261	771874	269	788899.0	270	926188.5	244	2,14	40	88	2,25	1611
5875	Отделение Пенсионного фонда Российской Федерации Саратовская область	-1	0	-1	0	427653.0	256	441127.0	268	486322.0	280	525673	273	679737.5	124	709001	143	701995	141	-1	0	1,66	37	64	1,5	1032
5876	Отделение Пенсионного фонда Российской Федерации Республика Саха (Якутия)	-1	0	-1	0	880254.5	108	873502	99	997181	115	1035422	119	1139981	123	1182144.0	114	1200835.5	106	-1	0	2,83	37	36	1,17	511
5877	Отделение Пенсионного фонда Российской Федерации Сахалинская область	-1	0	-1	0	878113	171	931702	163	986311	167	1081886	147	1192276	113	1268066	101	1323895	83	-1	0	3,12	37	50	1,67	606
5878	Отделение Пенсионного фонда Российской Федерации Свердловская область	-1	0	-1	0	539891.5	828	526790	425	-1	0	605423.5	412	720906.5	366	769231	341	706684.5	14	-1	0	1,67	37	30	0,75	1053
5879	Отделение Пенсионного фонда Российской Федерации Республика Северная Осетия — Алания	-1	0	-1	0	454120	53	466886.0	56	497525.5	28	490993	159	577964	239	-1	0	-1	0	-1	0	1,51	24	27	4,0	164
5880	Отделение Пенсионного фонда Российской Федерации Смоленская область	-1	0	-1	0	464306.5	112	490054	111	563062.0	112	590378.0	118	744405.0	102	743429.5	110	735046	99	793300	107	1,83	40	70	1,6	631
5881	Отделение Пенсионного фонда Российской Федерации Ставропольский край	-1	0	-1	0	466555.5	304	489085	327	542308	307	555669.5	290	669968	247	714008.5	212	721673	165	-1	0	1,7	37	54	1,5	1199
5882	Отделение Пенсионного фонда Российской Федерации Тамбовская область	-1	0	-1	0	440949.0	116	462511.0	144	493394	139	552916.5	126	718099.5	74	780970	69	694309	69	-1	0	1,64	37	57	1,2	525
5883	Отделение Пенсионного фонда Российской Федерации Республика Татарстан	-1	0	-1	0	513391.5	268	520477.0	290	559374	289	575868	285	649230	237	725021.5	220	749329	203	-1	0	1,77	37	45	1,33	1279
5884	Отделение Пенсионного фонда Российской Федерации Тверская область	-1	0	-1	0	436712	163	471216.5	174	528025.0	168	592846.5	134	720923.5	118	747481	109	769307.5	106	-1	0	1,81	37	76	1,5	696
5885	Отделение Пенсионного фонда Российской Федерации Томская область	-1	0	-1	0	706805.0	122	775599.0	128	774092.0	134	789706	71	903426.0	64	974844	65	1037793.5	76	-1	0	2,45	37	46	0,83	407
5886	Отделение Пенсионного фонда Российской Федерации Республика Тува (Тыва)	-1	0	-1	0	681560	133	675896	205	812786.0	62	750803	209	820484.0	192	851444.0	188	893198	187	-1	0	2,11	37	31	1,0	702
5887	Отделение Пенсионного фонда Российской Федерации Тульская область	-1	0	-1	0	479588.5	174	500947	229	538643	235	558264	249	676734	173	742257	147	768923.5	124	-1	0	1,81	37	60	1,82	866
5888	Отделение Пенсионного фонда Российской Федерации Тюменская область	-1	0	-1	0	573619	109	576427.5	110	660647.5	100	644419	95	819694	69	880481	69	842548.0	66	-1	0	1,99	37	46	1,0	430
5889	Отделение Пенсионного фонда Российской Федерации Удмуртская республика	-1	0	-1	0	512534.0	128	535456.5	102	602083.0	90	614479.5	70	728109.5	72	763139	75	787518.5	72	-1	0	1,86	37	53	1,2	412
5890	Отделение Пенсионного фонда Российской Федерации Ульяновская область	-1	0	-1	0	497715.5	72	518262	73	489911.5	126	527932	119	686029	63	716188.0	76	655197.0	64	-1	0	1,55	37	31	1,4	393
5891	Отделение Пенсионного фонда Российской Федерации Хабаровский край	-1	0	-1	0	711751	105	744888.0	120	816112.5	122	878275	105	937630	117	1044283.5	100	1225996	59	1180644.5	76	2,73	40	65	1,83	564
5892	Отделение Пенсионного фонда Российской Федерации Республика Хакасия	-1	0	-1	0	608053	117	633479	189	685913	153	-1	0	761016	175	794177.5	196	784124	197	-1	0	1,85	37	28	0,7	542
5893	Отделение Пенсионного фонда Российской Федерации Ханты-Мансийский автономный округ — Югра	-1	0	-1	0	904652	139	896411	157	981236.5	146	1032237.0	152	1111874	117	1282020.0	92	1178125	95	-1	0	2,78	37	30	1,32	602
5894	Отделение Пенсионного фонда Российской Федерации Челябинская область	-1	0	-1	0	593726.0	980	530890.0	306	-1	0	-1	0	722421.5	272	802712.0	262	772101	239	-1	0	1,82	37	30	-0,17	732
5895	Отделение Пенсионного фонда Российской Федерации Чеченская республика	-1	0	-1	0	537204.0	110	573917	109	681477.5	44	661407	117	712262	49	763527	115	791561.5	90	-1	0	1,87	37	47	1,0	306
5896	Отделение Пенсионного фонда Российской Федерации Чувашская республика	-1	0	-1	0	447999.5	142	484104.0	134	539224	117	587187	89	711710.0	82	740823	89	747902.0	86	-1	0	1,76	37	66	1,5	511
5897	Отделение Пенсионного фонда Российской Федерации Чукотский автономный округ	-1	0	-1	0	1180402	103	1257929.0	78	-1	0	1619634.0	50	1720967	45	1863765	45	1852201	39	-1	0	4,37	37	56	1,0	185
5898	Отделение Пенсионного фонда Российской Федерации Ямало-Ненецкий АО	-1	0	-1	0	924470.0	136	951859	139	978309.5	114	1057633.5	130	1055786.5	146	1167408	131	1241452.0	108	1234868.5	126	2,85	40	33	1,67	604
5899	Отделение Пенсионного фонда Российской Федерации Ярославская область	-1	0	-1	0	424187	163	433023	161	486610	151	516798	113	770007.5	52	761192	59	788507.5	64	-1	0	1,86	37	85	1,05	528
5916	Акционерное общество «Федеральная корпорация по развитию малого и среднего предпринимательства» (Корпорация МСП)	-1	0	-1	0	4334899	9	-1	0	3800831.5	24	4267114	19	5322595.0	16	5870651.5	12	3825002	11	-1	0	9,02	37	-11	3,04	20
5943	Министерство труда и социальной политики Приморского края	-1	0	-1	0	776476.5	240	752013.0	216	769612.5	250	847784.0	212	820867.0	230	1018533	221	1036787.5	166	1234427.5	154	2,85	40	58	2,33	1185
5945	Главное архивное управление города Москвы	1291192	49	1391975.0	38	1624860	37	1584930.5	28	2007807	29	1607074	29	1536974.0	36	1615071.0	42	-1	0	-1	0	4,05	60	25	1,0	171
5947	Главное контрольное управление города Москвы	-1	0	991749.0	108	1243513.5	108	1117380	129	1215237	131	1261480	119	1665289	117	1718783	121	2085993	109	-1	0	4,92	52	110	2,5	611
5948	Государственная жилищная инспекция города Москвы	572647	171	742758.5	206	1362315	33	1689410.5	38	1940989	31	2480708.5	32	2434302	31	3221478	27	3552283	29	-1	0	8,38	70	520	3,17	328
5949	Государственная инспекция города Москвы по качеству сельскохозяйственной продукции, сырья и продовольствия	-1	0	912072.5	58	953259	51	1072489.5	50	1206318	45	1526639.5	40	1491721.5	42	-1	0	-1	0	-1	0	3,9	37	63	2,17	187
5950	Государственная инспекция по контролю за использованием объектов недвижимости города Москвы	728663.0	138	873714	145	953560.5	158	1206665	195	1153668	253	1244584	217	1313301	217	1930179	197	2300008	159	-1	0	5,42	70	215	3,2	1170
5951	Департамент внешнеэкономических и международных связей города Москвы	-1	0	2118267.0	8	2204402	13	1976367.0	12	2466076.5	12	2788596.5	12	2799815	13	3173113	13	2801943.0	16	-1	0	6,61	52	32	1,5	71
5952	Департамент города Москвы по конкурентной политике (тендерный комитет)	1019749	33	1036639.0	46	1109799.0	74	1339410	75	1476889	75	1696052.0	84	1815061	73	1841078	69	-1	0	-1	0	4,61	60	80	3,0	358
5953	Департамент городского имущества города Москвы	-1	0	-1	0	864491	1167	941408.5	1870	934173.0	1890	951771.0	1834	1016364	1697	-1	0	1491789	1817	1642868	1529	3,8	40	90	2,3	6753
5954	Департамент градостроительной политики города Москвы	-1	0	-1	0	-1	0	1643149	41	2141435	33	2072459	25	2329828	33	2770453.0	34	3071873.5	32	-1	0	7,24	28	86	2,55	124
5955	Департамент жилищно-коммунального хозяйства и благоустройства города Москвы	-1	0	1618080	67	2615192	21	2321683.5	22	1563845.0	70	2014087.5	78	2915530	41	3566110.5	38	3342420	37	3891856	27	8,99	55	140	3,5	180
5956	Департамент здравоохранения города Москвы	-1	0	1040230	103	1123874.0	130	2254734	417	2849843.5	254	1302042	259	3105673.0	266	3585967.0	222	3698295	167	-1	0	8,72	52	255	2,67	761
5957	Департамент информационных технологий города Москвы	2267070	11	1851151.0	10	1701088.5	16	2176633.0	20	1940303.0	24	1588035.5	22	2391328	23	2566961.5	20	4328194.0	16	-1	0	10,21	70	90	2,25	103
5958	Департамент капитального ремонта города Москвы	1137875	25	1414364	29	1639995.5	32	1551899.5	32	1621741	29	1986213.5	28	1912830.5	34	2706876.0	36	2821330.0	68	2964457	43	6,85	73	160	2,6	226
5959	Департамент культурного наследия города Москвы	2134904.0	14	2302818.0	18	1870051	37	2361948	31	2233938.0	32	2384088	57	2421090	31	2631367	31	3300146	35	-1	0	7,78	70	54	2,5	164
5960	Департамент культуры города Москвы	-1	0	-1	0	1478448	365	1881901.0	50	1783549.0	444	1845858.0	402	1905666	399	2157359.5	380	2426097	353	-1	0	5,72	37	64	2,67	1383
5961	Департамент предпринимательства и инновационного развития города Москвы	1349172	11	1779377	21	1446081	47	1316789	51	1528892	101	1476476	61	1839568	43	2269037.5	84	2902464	45	2498306	41	5,77	73	85	3,4	153
5962	Департамент национальной политики и межрегиональных связей Москвы	1214304.5	8	1739743.0	8	1620338	7	1316932	49	1404894	77	1373068	77	1760879	65	2152963.5	48	2526257.0	46	-1	0	5,96	70	108	3,5	241
5963	Департамент образования и науки города Москвы	-1	0	1508155.5	236	2078589.0	212	2629169	859	2137435	1095	2565046	1011	2994248	1171	3270236.0	64	3516435.0	484	4189938	241	9,68	55	177	1,0	2539
5964	Департамент по делам гражданской обороны, чрезвычайным ситуациям и пожарной безопасности города Москвы	1021779	213	1356831	203	1786649	123	1151810.0	200	1929213	117	2218306	83	2203892	101	2478163	97	2545384	99	2635447.0	80	6,09	73	157	1,91	785
5965	Департамент природопользования и охраны окружающей среды города Москвы	-1	0	770298	171	-1	0	-1	0	-1	0	-1	0	-1	0	1071331.0	6	1730053.5	136	-1	0	4,08	52	124	9,5	3
5966	Департамент развития новых территорий города Москвы	-1	0	2593331	11	1875313.0	12	1532905	13	1549027.5	12	1771805.0	12	3258199.5	12	3024897.0	12	3297749.0	12	2831829	11	6,54	55	9	0,0	87
5967	Департамент региональной безопасности и противодействия коррупции города Москвы	1843812	17	1662850	25	2192241.0	30	1819695	33	2246055.0	24	2676763	29	2761728	27	3063081.5	26	3255120.0	26	3470367	27	8,02	73	88	2,9	171
5968	Департамент средств массовой информации и рекламы города Москвы	1481272.5	32	-1	0	1838598	31	1545736.5	32	1720674.0	34	2001119	31	2579627	31	2733783	27	3109686	27	-1	0	7,33	70	109	2,67	162
5969	Департамент строительства города Москвы	1786401.5	48	2095173.5	50	1877026	59	1764775	59	2214250.0	52	2308090.0	52	2405944	47	2385004.0	40	2654267	45	-1	0	6,26	70	48	1,5	326
5970	Департамент топливно-энергетического хозяйства города Москвы	-1	0	1597514.0	80	2262719	31	2039985	39	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	6,2	18	27	1,2	29
5971	Департамент торговли и услуг города Москвы	-1	0	1086089	97	1290891.0	98	1358053.0	106	1700644.0	110	1643736	111	1671024	115	1718212	109	1985503	103	-1	0	4,68	52	82	2,25	619
5972	Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы	-1	0	1335217.5	34	1499445.0	44	1426811.5	46	1533840	49	1910936.5	46	1730033	47	1785591	39	2440416.5	44	-1	0	5,75	52	82	2,25	243
