Id	Name	2011	|2011|	2012	|2012|	2013	|2013|	2014	|2014|	2015	|2015|	2016	|2016|	2017	|2017|	2018	|2018|	2019	|2019|	2020	|2020|	Q1	PI	D1	V2	|V2|
1	Законодательное собрание Санкт-Петербурга	1473956.5	78	1759399.5	74	1931087	99	2155182	93	2163229.0	94	2446245.5	48	2478823.0	64	2530098	45	2666535	43	2714725	71	6,27	73	84	1,09	481
2	Санкт-Петербургская избирательная комиссия	-1	0	-1	0	1403477.5	54	1697011	59	1824822	7	1791561	23	1535794.0	32	-1	0	2094964.5	28	2273727	33	5,25	40	62	3,08	96
3	Центральная избирательная комиссия	2981949.0	14	2977218	31	1794112	95	2090273	101	1796448	97	1972224.0	86	1930889.5	80	2205877	77	2117276	77	2423996	85	5,6	73	-18	2,0	505
4	Министерство внутренних дел	1211811.5	1038	2141146.5	1054	2140802	435	2315790	637	2055742	205	1648466	325	1768400.0	670	1808731.0	410	-1	0	-1	0	4,53	60	49	3,55	2047
5	Совет Федерации	2195450	115	1999774.0	392	2476800	273	4171501.5	134	4972162.0	122	4906343.0	132	4625986.0	278	5111821	123	4793474.5	228	4947929	207	11,43	73	125	1,83	991
7	Федеральная миграционная служба	869175.5	456	928807.5	402	1247168.5	382	1323522.0	412	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	4,02	31	52	1,36	897
8	Прокуратуры субъектов	1302584.0	168	1369497	173	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	4,91	11	5	0,36	147
10	Прокуратура Республики Алтай	924248	43	1002485.5	66	1318339.5	62	1769150	47	1412133.5	82	1484720	105	1570529.0	68	2181052.0	22	2056204	443	2141078.5	1338	4,95	73	131	2,85	594
14	Государственная Дума	1992503	371	2233358.0	366	2697546.5	372	4067077.0	362	640862	3869	3849415	983	4564685	781	4736578	617	5126189	559	5008716	605	11,57	73	151	1,7	3411
15	Счетная палата	1206707.5	770	1248437	1089	1492423.5	660	2028192.0	826	2480676	793	2400725.0	806	2419733.5	794	2489302.5	804	2713537.0	832	2790232.0	876	6,45	73	131	1,5	5785
18	Прокуратура Брянской области	900700	39	907310.5	40	1115226.0	40	1576298	39	1386873.0	38	1339183	39	1383082	39	1503753.5	36	1856973.5	38	1923112.0	66	4,44	73	113	2,0	314
19	Прокуратура Владимирской области	960728	23	959819.0	22	1015739.0	22	991864.0	22	1496017	45	1368755.5	20	1392907.0	24	1536164	23	1956158	43	1992732	21	4,6	73	107	0,75	181
20	Прокуратура Алтайского края	719236	177	751882.5	174	1014569.5	176	1356200.5	174	1111234.0	182	1105063	179	1173505.5	172	1314378.0	174	1548309	169	-1	0	3,65	70	115	2,0	1264
21	Прокуратура Амурской области	-1	0	1310016	27	1607358	27	2192259	29	2051439	31	2064011.0	28	1938609.5	30	2187509.5	32	2634699	27	-1	0	6,21	52	101	2,0	159
22	Прокуратура Архангельской области	1326501.0	32	1402096.0	30	1828554	27	2441861	25	2205504	29	2271841	27	2259323.5	30	2457019	29	3031005.5	30	-1	0	7,15	70	128	2,0	194
23	Прокуратура Астраханской области	831529.0	22	819367.5	22	1123768	23	1556730	23	1469560.5	22	1416279.5	22	1489109.5	20	1571172.0	22	1845493	27	-1	0	4,35	70	121	1,38	158
24	Прокуратура Республики Башкортостан	737418.0	186	750409.0	192	997652.5	192	1204862.0	192	1208850.0	162	1167200.5	168	1164592.0	168	1213489.0	172	1613950	171	1672340	171	3,86	73	126	2,0	1416
25	Прокуратура Республики Бурятия	1182841	27	1181250.0	28	1623299	27	2172551	31	1971055	31	2010303.0	28	2112748.5	26	2147368.5	28	2757458.5	28	-1	0	6,5	70	133	2,0	195
26	Прокуратура Волгоградской области	737511.0	48	824230.0	48	1211418.0	8	1444172.0	46	1252458	53	1321360	51	1295093	45	1353689	47	1785651	49	1887659	47	4,36	73	155	1,0	313
27	Прокуратура Вологодской области	1034309.5	30	935103.0	26	1294984	31	1833282	29	1598842	31	1524447	29	1496749	29	-1	0	-1	0	2083034.5	30	4,81	73	101	0,33	151
28	Прокуратура Воронежской области	749310.5	46	752623.5	48	1078796.5	48	1380701	47	1260229.0	52	1279774.5	44	1441721	47	1443362.5	44	1748567.0	44	1882490	43	4,35	73	151	1,75	378
29	Прокуратура Забайкальского края	-1	0	1212272	39	1520028.5	38	2178636	37	1917181	39	2034176.0	40	2062074	39	2162418.5	36	-1	0	2723437	69	6,29	55	124	2,4	199
30	Прокуратура Иркутской области	1035299	183	1135629.5	178	1712570.0	52	2279129.0	58	2074288.0	56	2084063	53	2137167.5	46	2377814.5	46	2937814	47	-1	0	6,93	70	183	1,0	476
31	Прокуратура Калининградской области	-1	0	-1	0	931662	49	1382511	23	1221153.5	24	1231407	23	1367897	27	1538043	23	1880880	21	-1	0	4,44	37	101	2,21	122
32	Прокуратура Республики Калмыкия	832168.0	16	860644	17	1104991	17	1618775.0	16	1501119.0	16	1403542.5	16	1411516.0	16	1650100.5	14	1884695	17	-1	0	4,44	70	126	2,0	109
33	Прокуратура Камчатского края	1961926	15	2209593	15	2654236.0	16	3473492	15	3419374.0	16	3338730.0	14	3327839.0	16	3803017.0	14	4415736	13	-1	0	10,41	70	125	2,0	99
35	Прокуратура Карачаево-Черкесской республики	-1	0	1455934.5	14	1490288	13	1853742	19	2266579	15	1822930	17	1874166	13	1986377	25	2533775.5	12	-1	0	5,98	52	74	2,3	72
36	Прокуратура Кемеровской области	1146221.0	50	1193614	49	1446053	49	2021963	49	1812753.0	48	1795886	51	1864804	49	2048492.5	46	2454254.5	48	-1	0	5,79	70	114	1,67	347
37	Прокуратура Кировской области	828000	49	858544.5	46	1101156.5	52	1587477	47	1422186.5	52	1453670	47	1460622	51	1463685.5	48	1830597.0	48	-1	0	4,32	70	121	2,0	345
38	Прокуратура Республики Коми	-1	0	1431659	29	1882437.0	28	2529085	29	2480737	31	2410736	29	2570389.5	28	2650866.5	28	3246561.5	26	-1	0	7,66	52	126	2,37	172
39	Прокуратура Костромской области	733658.0	28	714322.0	28	957805.5	28	1364573.0	30	1257054.5	30	1204144.5	28	1246356	35	1317816.5	32	1556150.5	32	1669565.0	28	3,86	73	127	1,79	226
40	Прокуратура Красноярского края	610110	157	1233011	67	1577211.0	66	2226843.0	66	1950168	63	1737122.0	116	2027584.0	68	2271355	63	2785977.5	60	2788903	61	6,44	73	357	2,5	519
41	Прокуратура Курской области	-1	0	686843	91	874834.0	86	1366861	35	1238587.5	36	1262014.5	36	1280000	37	1304691.5	36	1693411	35	-1	0	3,99	52	146	2,63	278
42	Прокуратура Ленинградской области	866950	19	745437.5	18	1169182.5	22	1731537	21	1467746.5	20	1494276	21	1293422.0	22	1353925	21	1689061	21	-1	0	3,98	70	94	2,42	132
43	Прокуратура Липецкой области	682990	71	703302	71	915686.5	50	1101031.0	54	1316965	23	1339247	23	1320023.5	26	1457973.0	28	1851085.0	28	1904687.5	28	4,4	73	178	2,0	285
44	Прокуратура Магаданской области	1399753.0	26	1688251.0	26	2121682.0	28	2650383.0	32	2585716	27	2441415	27	2540769	27	2665721	25	3481418	21	-1	0	8,21	70	148	2,5	177
45	Прокуратура Республики Дагестан	1297357.5	54	1273745.0	52	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	4,57	11	-1	0,0	50
46	Прокуратура Краснодарского края	733222.0	58	785571	57	1029600	57	1459477	55	1286846	59	1316839	59	1341168	51	1485203	55	1841892	47	-1	0	4,34	70	151	1,5	378
47	Прокуратура Республики Марий Эл	705154.5	26	1007377.5	18	894480	19	1236071	15	1144847.5	14	1165276.0	16	1212420.0	22	1369845.5	16	1759092.5	20	-1	0	4,15	70	149	1,87	112
48	Прокуратура Республики Мордовия	756294.0	26	-1	0	988404.0	28	1369400.5	28	1270653.0	28	1298987	27	1319282	27	1475860	29	1800395.0	28	-1	0	4,25	70	138	2,0	150
49	Прокуратура города Москвы	915685.0	44	993006	47	1207764.5	46	1593163.5	50	1576200	51	1509429.0	50	1509037.0	48	1695919	47	2014366.0	44	-1	0	4,75	70	119	2,0	329
50	Прокуратура Московской области	934874.0	56	711784	99	1129891	55	1226989	101	1160849.0	100	1267413.0	96	1288695	99	1363876.0	100	1706265	99	1636808	89	3,78	73	75	2,0	605
51	Прокуратура Мурманской области	-1	0	1914341.0	24	2280581	17	3155285	21	2976248	23	3115694.5	20	3132960.0	24	3367392.5	30	4082896.5	18	-1	0	9,63	52	113	2,0	111
52	Прокуратура Нижегородской области	796531.0	58	-1	0	1066351	63	1466338.5	62	1264753	61	1255519	61	1328391.5	58	1406600.5	62	1743219	61	-1	0	4,11	70	118	1,75	313
53	Прокуратура Новгородской области	739448	25	741868.0	24	1034813	23	1409836	21	1214534.0	22	1228294.5	24	1315149.0	34	1279809.0	24	1599852	21	1846879	21	4,27	73	149	2,33	165
54	Прокуратура Новосибирской области	926192	49	906070	49	1206235.0	46	1634992	45	1516337	47	1586534.0	54	1616690	51	1629485	51	2129256.5	44	2180993	49	5,04	73	135	1,75	377
55	Прокуратура Омской области	860126	43	823051	43	1067287.5	44	1486090	43	1393615	43	1380066	43	1389421.0	42	1554049	43	1832972.5	38	-1	0	4,32	70	113	1,5	307
56	Прокуратура Орловской области	849170.0	32	770967.5	30	1018487.0	30	1349638.5	30	1232137.0	28	1224971.0	30	1263674	29	1322032.0	26	1683835.5	26	-1	0	3,97	70	98	2,2	188
57	Прокуратура Пензенской области	-1	0	881029	35	1114620	35	1396366.5	34	1350286	35	1237782	35	1192651.5	30	1371062	35	1619690	47	1791393.5	30	4,14	55	103	2,5	232
60	Прокуратура Пермского края	903146.5	62	944293.0	62	1244047	61	1689333	57	1438407.0	62	1543101.5	64	1555140.0	62	1694221	61	2099122	59	-1	0	4,95	70	132	2,0	437
61	Прокуратура Приморского края	1100695	27	1250482.0	44	1570014	35	2082886	39	1916294.0	38	1999672	37	1982606	37	2139049	35	2631811	35	2783043.5	34	6,43	73	152	2,33	259
62	Прокуратура Псковской области	710418	29	699976.5	30	926401	29	1327216	31	1225420.5	30	1279321	29	1264953.5	26	1257360	29	1645254.5	28	1719955.0	30	3,97	73	142	1,5	223
63	Прокуратура Ростовской области	774933.0	62	827354	67	1022628.0	106	1462929.5	68	1295408.5	66	1287613	67	1329975.5	66	1474288	65	1756621.0	66	1900353	49	4,39	73	145	2,29	526
64	Прокуратура Самарской области	766044.5	48	812172	45	1025525	51	1413725.5	44	1287336	41	1315308.0	52	1300343.0	50	1539298.0	50	1813767.5	48	-1	0	4,28	70	136	2,17	304
65	Прокуратура города Санкт-Петербурга	922835.5	24	903713	23	1083398	29	1683960.0	26	1537468	23	1566050.5	24	1565929.0	22	1770328	25	2126917	25	2133674	23	4,93	73	131	1,5	188
66	Прокуратура Саратовской области	769193	47	756916.0	44	988483	53	1421272.0	52	1231683.0	54	1282283	49	1297668	47	1394454	51	1797581	45	-1	0	4,24	70	133	1,75	343
67	Прокуратура Свердловской области	1025878	69	959399	69	1235692.0	66	1766542.0	70	1610443	67	1570949	69	1643995	67	1838582	69	2136232.5	68	-1	0	5,04	70	108	1,74	500
68	Прокуратура Ставропольского края	-1	0	881507.0	36	-1	0	-1	0	-1	0	-1	0	1397912.0	52	1522294.5	40	1838483.0	42	-1	0	4,34	52	108	3,0	90
69	Прокуратура Тамбовской области	802775.0	32	856065	33	1079112.5	32	1476569.5	32	1345100	33	1361239.0	32	1387713	31	1526796.0	32	1863574	29	1910193	31	4,41	73	137	1,9	262
70	Прокуратура Республики Татарстан	945344.0	80	932350	59	1187518.0	60	1609780.5	56	1468093.0	58	1437243	61	1460835	73	1533617.0	50	-1	0	-1	0	3,84	60	62	1,25	351
71	Прокуратура Тульской области	742198.5	36	880960	37	925978	37	-1	0	645163	141	1296915	37	1296611	37	1333453	37	1684630.0	36	1928686.0	36	4,46	73	159	2,33	229
72	Прокуратура Республики Тува (Тыва)	-1	0	-1	0	1614348.0	40	2486868	19	2204551.0	18	-1	0	2442877.0	18	2690061.5	16	3469462.0	18	-1	0	8,18	37	114	4,42	58
73	Прокуратура Тюменской области	831451.5	28	837811	29	1210144	31	1579708	29	1343434.0	28	1377583.5	26	1534543.5	28	1738486	29	2166457	27	-1	0	5,11	70	160	2,5	191
74	Прокуратура Удмуртской республики	982730	37	948514.0	36	1259816	71	1725549.5	36	1498096	37	1481732	35	1582222	35	1657095.0	34	2171632.0	36	-1	0	5,12	70	120	1,67	263
75	Прокуратура Ульяновской области	-1	0	711204	79	897756	79	1359979.0	32	1240089	31	1261268	31	1283122.5	30	1477254	29	1868729	29	-1	0	4,41	52	162	2,5	214
76	Прокуратура Челябинской области	1014851	55	1017957.5	60	1376812	69	1717707.5	72	1556349.0	116	1563342.5	54	1639631	59	1729502	55	2106584	51	-1	0	4,97	70	107	1,39	398
77	Прокуратура Чеченской республики	-1	0	-1	0	1544134	19	2066948.5	20	1926411.0	18	1807869.5	20	1865261.5	22	2042844.5	22	2618428.0	22	-1	0	6,17	37	69	2,5	113
78	Прокуратура Чувашской республики	854962.0	30	908845.0	30	1131121	21	1577671.0	24	1162659.5	44	-1	0	1491959	23	1559996.0	26	-1	0	-1	0	3,91	60	82	1,6	107
79	Прокуратура Республики Саха (Якутия)	-1	0	1638852.5	38	2301188	41	3121770	35	2970889	43	2906941	33	3073700	35	3220482.0	32	3982125.5	38	-1	0	9,39	52	142	3,18	204
80	Прокуратура Еврейской автономной области	-1	0	1214139	9	1544724	9	2203167	9	2299007.0	8	2179609.0	8	2033039.0	8	2247666	9	2941700	9	2692766	9	6,22	55	121	2,4	59
81	Прокуратура Сахалинской области	1612240.0	20	1429753.5	26	1872300.5	30	2783057.5	26	2549071.5	26	2431064	23	2598398.5	24	2751286.0	24	3519221.5	24	3140375	23	7,25	73	94	2,0	157
82	Прокуратура Чукотского автономного округа	2193846.0	16	2062548.0	16	2908513.0	16	4147148.5	8	3924898.5	8	3896936	9	3771951.0	6	4506162	7	-1	0	-1	0	11,29	60	105	2,25	65
83	Прокуратура Белгородской области	-1	0	965004	27	1121047.0	52	1524411.0	24	1294279.5	24	1317613	25	1391922	25	1444620.5	24	1772271.5	22	1865843	23	4,31	55	93	2,1	173
84	Прокуратура Калужской области	875085.5	28	797550.0	22	969439.0	28	1361598	29	1242554.5	30	1300046.5	30	1340811.0	30	1423904.0	32	1810870	31	-1	0	4,27	70	106	1,75	187
85	Прокуратура Курганской области	808297	31	923085.0	30	1134454.5	30	1522992	29	1285010.5	28	1414277.0	32	1481762.5	30	1499019	27	1819015.0	28	1948155	71	4,5	73	141	2,05	232
86	Прокуратура Ивановской области	845925.0	26	876297	25	1061285	25	1607469	23	1321920.5	24	1380230.0	26	1375501	27	1360227.0	30	1625655	21	-1	0	3,83	70	92	1,74	176
87	Прокуратура Смоленской области	-1	0	821010.0	34	926002	33	1334334	31	1267281.5	32	1278185	33	1312294.0	34	1477920.0	34	1668889	29	-1	0	3,94	52	103	2,5	199
88	Прокуратура Тверской области	715107.5	44	787305.5	40	992610.5	42	1314710.5	40	1190049.5	38	1235082.5	40	1294142	43	1389857	41	1763035.5	44	-1	0	4,16	70	146	2,0	271
90	Глава республики Калмыкия	-1	0	-1	0	-1	0	955420.5	26	962122	23	910992	37	686929.0	80	820874	69	1082994	29	1180995	43	2,73	31	23	0,68	134
92	Глава республики Алтай	1378400.0	16	-1	0	1686531	17	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	5,47	23	22	0,0	5
94	Губернатор Нижегородской области	-1	0	-1	0	-1	0	-1	0	1761537	13	-1	0	-1	0	-1	0	-1	0	2936107	21	6,78	19	66	0,3	4
96	Губернатор Рязанской области	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	859344	115	851714	113	1005736.0	138	-1	0	2,37	10	17	3,33	196
98	Губернатор Ямало-Ненецкого АО	-1	0	-1	0	2716502	63	-1	0	-1	0	-1	0	-1	0	3704704	69	-1	0	2854944	1185	6,6	40	5	None	None
99	Губернатор Кировской области	709418	63	659451.5	58	764038.5	60	-1	0	740726	39	-1	0	-1	0	-1	0	-1	0	-1	0	2,04	45	4	0,95	110
102	Губернатор Красноярского края	-1	0	1141149.0	8	549522.5	106	713077	49	1009333	31	719344	111	619019	135	898553	129	1906357.0	18	3152473.5	20	7,28	55	176	2,5	287
108	Губернатор Ленинградской области	331421	75	840280	375	817906.5	80	886761.0	110	1021868.0	96	1004845	785	336587.0	10	529877	79	-1	0	-1	0	1,33	60	59	1,17	209
111	Губернатор Новгородской области	554890	17	554112	79	558952	93	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	1,81	23	0	1,35	68
113	Московская областная Дума	1851634	41	2556142.5	42	2550810	41	4119361	41	4133323	43	4165254	33	4359559.0	38	4454089.0	34	4930854.0	34	5052320	31	11,67	73	172	1,33	287
114	Государственный совет - Хасэ Республики Адыгея	-1	0	733076.0	70	778485	217	783428	141	778485	275	846463.5	66	892710	95	714729	149	1282374	41	1336000	41	3,09	55	82	-0,3	375
115	Прокуратура Республики Адыгея	769724	9	779747.5	10	984757	11	1265046	11	1327442	9	1420557.5	10	1456599	11	1461558	11	1579249	11	1894014	11	4,38	73	146	2,65	74
116	Государственное собрание – Эл Курултай Республики Алтай	549886.5	36	566283.5	36	591919.0	38	696351	69	645931.0	74	707159	73	839830.0	60	819729	57	979064	37	951172	51	2,2	73	72	1,0	376
117	Глава республики Башкортостан	-1	0	775610.0	52	1393857	17	1572679	69	1540676	75	1642676	73	1814114.0	72	1983462	77	2343651	81	2146115	105	4,96	55	176	1,67	385
118	Государственное  собрание – Курултай Республики Башкортостан	-1	0	651918	215	1891893.0	106	2072289	99	2019482.0	108	2245210	87	2300959	71	1653443	107	2127716.0	80	2826189.0	158	6,53	55	333	0,75	518
119	Глава республики Бурятия	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	609779.0	68	746357.5	14	1,72	2	22	3,5	17
121	Народный Хурал Республики Бурятия	-1	0	2202111	57	-1	0	2470968	63	2692775.5	66	2063502.5	50	2534931	53	1285563	79	1607235	57	2049208.5	60	4,73	55	-6	0,33	264
128	Глава республики Саха (Якутия)	1697308.0	14	2639399	29	4009239.5	8	2565900	43	2331286	39	-1	0	2073824	7	-1	0	-1	0	-1	0	5,42	53	22	0,4	39
130	Глава республики Татарстан	-1	0	-1	0	966777.5	102	1021978	109	1191486	71	1268153	109	1305786.0	110	-1	0	-1	0	1430103.0	112	3,3	40	47	1,33	311
134	Глава Чеченской республики	-1	0	-1	0	-1	0	-1	0	4206349.5	6	-1	0	-1	0	-1	0	899387.0	154	930151.5	156	2,15	19	-77	4,75	118
136	Губернатор Алтайского края	1096884.5	36	-1	0	-1	0	1532882	35	-1	0	908070	55	2935071	15	-1	0	3246693.0	16	3314216	17	7,66	73	202	0,5	17
142	Губернатор Хабаровского края	-1	0	-1	0	-1	0	2710433.0	24	-1	0	2873585	31	3580397.0	16	3608178	7	4246129.5	6	-1	0	10,01	28	56	0,0	23
146	Правительство Кабардино-Балкарской республики	484987.5	108	539542.0	166	535438	231	495453.5	220	472082	175	570042	173	1008573	15	826961.0	90	927416	101	-1	0	2,19	70	91	1,2	567
147	Правительство Карачаево-Черкесской республики	407312.0	196	520575	225	579198	199	595879.0	220	605941	189	592892.0	192	602600	153	784917	331	653303	131	938866	171	2,17	73	130	1,17	1128
148	Кабинет министров республики Адыгея	790026	11	481849	223	615697.5	116	718380.5	136	732134	137	485671.0	378	538217.5	324	692372.5	214	1004384.5	192	960428	249	2,22	73	21	1,32	1170
149	Правительство Республики Алтай	497300.0	58	681600.0	76	646700	61	782276	79	981642.0	56	887161	59	929468.0	60	879051	61	960919	63	1263837	59	2,92	73	154	1,33	373
150	Правительство республики Башкортостан	2319871	31	1028838	221	1525207	39	1576810	47	1723664	47	1460086.5	42	1599562.0	52	2109205	47	1821557	55	2180713.5	58	5,04	73	-5	2,0	299
151	Правительство республики Бурятия	541335.5	112	424246	127	504101	49	544961	59	1663592	17	574888	99	303539	143	560312.5	212	719701	167	812857	527	1,88	73	50	2,0	330
152	Правительство республики Дагестан	-1	0	-1	0	-1	0	1348421	231	1497981	23	1046459.5	88	960182.5	88	1271976.5	108	1325475	97	-1	0	3,13	28	-1	1,58	254
153	Правительство республики Ингушетия	377469.0	170	411635	215	473957.0	154	492152	83	506621	81	458294	101	529083	105	545555	101	639331	47	937401.5	92	2,17	73	148	1,0	562
154	Правительство республики Калмыкия	512279.0	42	618471	49	627932	45	618865.0	138	656183.0	130	645809	93	623529	79	685659.0	46	912565.0	56	762119	91	1,76	73	48	0,68	420
155	Правительство республики Карелия	-1	0	594686.0	424	779039.0	178	-1	0	816167.5	130	1290382	37	1623275.0	38	2254259.5	34	1608044.0	82	3390233.5	32	7,83	55	470	0,8	231
156	Правительство республики Коми	738800	89	786117.0	164	750100	167	743840	387	702793	1033	892946.5	186	719980	121	1506543.0	90	1037867	175	1041515	183	2,41	73	40	1,4	922
157	Правительство республики Марий Эл	293933	381	317409.5	378	400488.5	574	484565	1189	413932.0	756	408446.0	802	412712.0	812	507185.5	686	571371.0	594	688433.0	372	1,59	73	134	1,0	3521
158	Правительство республики Мордовия	226616.0	682	272419.5	426	375441	727	524113.0	476	509822	761	490602	855	359597.5	248	322437	167	300309.5	44	542301.0	72	1,25	73	139	1,5	1883
159	Правительство республики Саха (Якутия)	1564190	83	830611	549	1057168	593	1187109	599	1143722	1069	1256483.0	250	1172372.5	306	1659098	185	1728133	171	1943809	169	4,49	73	24	1,2	1559
160	Правительство республики Северная Осетия - Алания	545003.0	42	688635	55	611457	103	571156.5	174	545375	63	584593	97	610595	101	616942	217	668226	225	734790	125	1,7	73	34	0,26	656
161	Правительство республики Татарстан	287475.5	1100	297708	1603	357073.5	1152	432746	983	967578.5	220	2966722.5	42	3102790.0	50	1144411.5	184	821526	109	1620130.0	86	3,74	73	463	1,33	2587
162	Правительство республики Тыва	-1	0	548979	71	754372.5	126	1757077.0	38	1635581	35	1540483.5	34	1589231	35	1955240	29	1743592	25	1902377	27	4,39	55	246	1,45	198
163	Правительство Республики Хакасия	1532293	33	-1	0	773786	171	675818.5	248	743448	259	964388.5	178	985231	177	1020513	197	704226	181	803263.5	310	1,86	73	-47	1,4	827
164	Правительство Удмуртской республики	-1	0	1737754	7	1242345	11	2239224	23	2244507.0	22	-1	0	1737322.0	26	-1	0	-1	0	-1	0	4,54	37	0	1,3	31
165	Правительство Чеченской республики	-1	0	676084.0	292	1004475	151	776369	179	744246.0	206	1322902	39	1472828.5	24	1294301.5	40	1300271	41	1525176.5	42	3,52	55	125	0,5	388
166	Правительство Чувашской республики	1214563	11	1403087	19	1487387	19	1599831.0	18	1376891.5	24	1836342	25	-1	0	608112.0	96	1656194	21	586444	75	1,35	73	-51	1,67	69
167	Правительство Алтайского края	722275.0	124	863103.0	84	777977.0	138	558369.0	282	648147.5	172	588700.5	1182	688385	161	726765	157	772864	103	883444.0	94	2,04	73	22	1,5	801
168	Правительство Амурской области	450875	191	574214.5	250	636829.0	400	625680.0	438	617647	419	645854	499	657305.5	422	778437	535	939177.5	446	1128746	517	2,61	73	150	2,0	2436
169	Правительство Архангельской области	785487	117	756999.5	248	750777	429	1047682	331	1020730.0	460	1022892.0	364	1210715	309	1240332.0	248	1281080	361	1155376	225	2,67	73	47	1,3	1711
170	Правительство Астраханской области	916985	43	1082825	33	816999.5	88	1054109	53	1654029	21	1247471.5	32	1119212	31	1373250	29	1432647.0	18	1715628.5	26	3,96	73	87	1,1	208
171	Правительство Забайкальского края	1603274.5	20	1306973	13	1528048	13	1542193	31	1361772.0	18	801812	17	795120.0	46	-1	0	1106920.5	60	4504972.5	6	10,41	73	180	0,75	56
172	Правительство Камчатского края	-1	0	2192312	41	2477410	63	2171257.5	82	1634960.0	432	1509173.5	424	1557668.5	470	1878642.0	460	2550557.5	102	2594034.5	114	5,99	55	18	1,67	1317
173	Администрация Кемеровской области	-1	0	1661167	13	1741796.5	16	1957561	19	2104350	17	1787056.0	34	1610258	9	3220403.0	12	4741146.0	10	4424176.5	14	10,22	55	166	0,8	80
174	Правительство Кировской области	358763.5	408	382430	549	350690	763	587267	473	607706.5	274	580890.0	320	813675	145	817670.5	208	960271.0	190	888922.5	300	2,05	73	147	1,17	1798
175	Администрация Костромской области	-1	0	606521.0	110	688194.0	140	774778.0	114	1016680	63	967316	39	1001344	41	1050472	33	834710.0	74	1062994.5	90	2,46	55	75	1,13	354
176	Правительство Краснодарского края	-1	0	885066.5	10	576513.5	4630	619616	5241	660201	5585	756240	1517	824340	843	846192.0	862	907358	837	998415.0	836	2,31	55	12	0,9	11542
177	Правительство Красноярского края	508817.0	1796	550540.5	1970	596602.0	2894	706655	1503	916650.5	356	974686.0	288	759872	799	721925	1891	861668	1783	1410645	551	3,26	73	177	1,3	6067
178	Правительство Курганской области	875748	67	910077	71	872137.5	148	558048.0	706	1082408	93	1074576.5	96	1123778.0	82	914249.5	84	1580708	39	1980077	37	4,57	73	126	1,18	545
179	Правительство Курской области	240059.0	76	548301	41	398865.0	98	542843.0	828	445676	881	495162.5	818	558220	729	643577	583	688912	587	675569	669	1,56	73	181	2,5	3235
180	Правительство Ленинградской области	677797	879	851935.5	600	868537	1007	955667	1071	1070817.0	1188	1061441.0	1152	526775	83	2434512	39	2749404.5	34	1464523	111	3,38	73	116	1,45	3355
181	Правительство Московской области	-1	0	1094962.5	112	-1	0	4754866	13	4662847.5	14	5230865	11	6299990.0	10	4524124.5	8	-1	0	4759630.0	8	11,0	55	334	3,0	34
182	Правительство Мурманской области	1556129.0	46	1663803	81	1888681.0	66	2244346	61	2407673.0	58	2411289.0	52	2467555.5	50	3141309.0	30	3689898	17	4103719	23	9,48	73	163	1,5	297
183	Правительство Ненецкого АО	2151457.5	38	2188510	67	1962469.0	60	2032167	13	2234383.5	8	2145432	31	1563907.0	74	1718655.5	84	2234537.0	54	2899894	19	6,7	73	34	1,6	227
184	Правительство Нижегородской области	2799252.0	26	2775764.0	24	3176370	25	1592171	205	1734195.0	232	1595018.5	182	1754288	177	1904412	133	2168867.0	134	2844540	103	6,57	73	1	1,17	620
185	Правительство Новгородской области	585726.5	102	678584.5	182	996101.0	70	906472	91	1179805.0	84	909024.5	68	1167990.0	70	1287917	91	1568530.0	70	1568836.0	88	3,62	73	167	1,0	501
186	Правительство Пермского края	2014138.5	34	1065676.0	156	993504.0	80	1433980	73	2504076.5	26	958868	85	1099743.0	104	1045886.0	100	1275457.0	106	1172456.0	86	2,71	73	-41	2,21	428
187	Правительство Приморского края	-1	0	873979.0	50	857391	57	1166911.5	178	1057168.5	220	1010630	81	765482.0	46	1213309	39	1512076	45	-1	0	3,57	52	73	0,7	324
188	Правительство Ростовской области	923073	83	736137	151	993057	135	982624.5	180	1004533.0	170	1011036	201	1144421.0	198	1014177	385	1193903	227	1207816	243	2,79	73	30	0,95	1202
189	Правительство Рязанской области	732395.5	90	740805.0	94	754398	93	825519.0	96	668107.0	992	802264	103	-1	0	-1	0	-1	0	1036971.0	140	2,4	73	41	0,6	403
190	Правительство Самарской области	-1	0	-1	0	1542399.0	76	1617903.0	76	1750394.5	70	1634690.5	50	1353077.0	92	1312312	119	1854715	77	1674099	143	3,87	40	8	2,25	343
191	Правительство Санкт-Петербурга	893866.0	1374	946470	1577	1059187.5	1848	1080211.0	1006	1037896	1717	1313365	641	1170526.0	848	1370481	865	1357327.5	1550	1438825	6369	3,32	73	60	1,1	5485
192	Правительство Свердловской области	1836622	27	1434667.5	202	1865989	79	1111866	373	982991	353	1616292	201	1933165.5	156	1842136.5	220	2413172	211	2672382	163	6,17	73	45	1,0	1155
193	Правительство Ставропольского края	760354	97	533579	447	760574	515	796870.5	486	634616	1505	808774.0	578	927111	495	855331.5	616	1032444	301	1372594	235	3,17	73	80	1,33	2732
